INFO 2025-07-18 20:06:23,336 autoreload Watching for file changes with StatReloader
DEBUG 2025-07-18 20:06:24,112 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\paypal\standard\__init__.py first seen with mtime 1750649299.6410456
DEBUG 2025-07-18 20:06:24,112 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\unfold\utils.py first seen with mtime 1750649298.854622
DEBUG 2025-07-18 20:06:24,112 autoreload File C:\Python 3.11.9\Lib\concurrent\__init__.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,113 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\requests\hooks.py first seen with mtime 1750649278.9488242
DEBUG 2025-07-18 20:06:24,113 autoreload File C:\Python 3.11.9\DLLs\unicodedata.pyd first seen with mtime 1712040200.0
DEBUG 2025-07-18 20:06:24,114 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\_base_connection.py first seen with mtime 1750649274.4368947
DEBUG 2025-07-18 20:06:24,114 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\auth\views.py first seen with mtime 1750649280.4208686
DEBUG 2025-07-18 20:06:24,117 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1750649283.4120412
DEBUG 2025-07-18 20:06:24,120 autoreload File C:\Python 3.11.9\Lib\importlib\metadata\_functools.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,121 autoreload File C:\Python 3.11.9\Lib\locale.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,122 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\six.py first seen with mtime 1750649276.1570342
DEBUG 2025-07-18 20:06:24,122 autoreload File C:\Python 3.11.9\Lib\importlib\resources\_legacy.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,123 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\forms\__init__.py first seen with mtime 1750649283.2115629
DEBUG 2025-07-18 20:06:24,123 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\models\manager.py first seen with mtime 1750649283.1738136
DEBUG 2025-07-18 20:06:24,124 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\MySQLdb\converters.py first seen with mtime 1750649278.0308783
DEBUG 2025-07-18 20:06:24,124 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\timesince.py first seen with mtime 1750649283.389914
DEBUG 2025-07-18 20:06:24,125 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\_request_methods.py first seen with mtime 1750649274.4525166
DEBUG 2025-07-18 20:06:24,126 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\MySQLdb\constants\FIELD_TYPE.py first seen with mtime 1750649278.0464876
DEBUG 2025-07-18 20:06:24,127 autoreload File C:\Python 3.11.9\Lib\asyncio\futures.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,127 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\asgiref\local.py first seen with mtime 1750649278.7951803
DEBUG 2025-07-18 20:06:24,128 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\models\signals.py first seen with mtime 1750649283.1894405
DEBUG 2025-07-18 20:06:24,128 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\template\loader_tags.py first seen with mtime 1750649283.327429
DEBUG 2025-07-18 20:06:24,129 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\http2\probe.py first seen with mtime 1750649274.4681375
DEBUG 2025-07-18 20:06:24,129 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\backends\__init__.py first seen with mtime 1750649283.1048176
DEBUG 2025-07-18 20:06:24,130 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1750649283.0110855
DEBUG 2025-07-18 20:06:24,130 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\MySQLdb\times.py first seen with mtime 1750649278.0308783
DEBUG 2025-07-18 20:06:24,131 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1750649275.6087723
DEBUG 2025-07-18 20:06:24,131 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\checkout\views.py first seen with mtime 1752736834.3349502
DEBUG 2025-07-18 20:06:24,132 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\rest_framework\utils\html.py first seen with mtime 1750649297.3349943
DEBUG 2025-07-18 20:06:24,132 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1750649280.6525886
DEBUG 2025-07-18 20:06:24,133 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\__init__.py first seen with mtime 1750649274.4368947
DEBUG 2025-07-18 20:06:24,133 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\views\generic\detail.py first seen with mtime 1750649283.427667
DEBUG 2025-07-18 20:06:24,134 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\__init__.py first seen with mtime 1750649279.5347023
DEBUG 2025-07-18 20:06:24,135 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1750649283.2115629
DEBUG 2025-07-18 20:06:24,136 autoreload File C:\Python 3.11.9\Lib\importlib\__init__.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,137 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\templatetags\static.py first seen with mtime 1750649283.3430495
DEBUG 2025-07-18 20:06:24,138 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1750649280.6525886
DEBUG 2025-07-18 20:06:24,138 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1750649283.1048176
DEBUG 2025-07-18 20:06:24,139 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\urls\__init__.py first seen with mtime 1750649283.3586707
DEBUG 2025-07-18 20:06:24,139 autoreload File C:\Python 3.11.9\Lib\numbers.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,139 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\forms\renderers.py first seen with mtime 1750649283.2115629
DEBUG 2025-07-18 20:06:24,140 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\util\ssltransport.py first seen with mtime 1750649274.4681375
DEBUG 2025-07-18 20:06:24,140 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1750649280.4208686
DEBUG 2025-07-18 20:06:24,141 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\timezone.py first seen with mtime 1750649283.389914
DEBUG 2025-07-18 20:06:24,141 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\rest_framework\utils\json.py first seen with mtime 1750649297.3349943
DEBUG 2025-07-18 20:06:24,142 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\rest_framework_simplejwt\models.py first seen with mtime 1750649300.8754046
DEBUG 2025-07-18 20:06:24,143 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\auth\decorators.py first seen with mtime 1750649280.4208686
DEBUG 2025-07-18 20:06:24,143 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1750649280.6525886
DEBUG 2025-07-18 20:06:24,144 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\template\loader.py first seen with mtime 1750649283.327429
DEBUG 2025-07-18 20:06:24,144 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\charset_normalizer\version.py first seen with mtime 1750649278.447528
DEBUG 2025-07-18 20:06:24,144 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1750649283.1581936
DEBUG 2025-07-18 20:06:24,145 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\_version.py first seen with mtime 1750649274.4525166
DEBUG 2025-07-18 20:06:24,145 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\charset_normalizer\models.py first seen with mtime 1750649278.447528
DEBUG 2025-07-18 20:06:24,146 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\serializers\__init__.py first seen with mtime 1750649283.0891974
DEBUG 2025-07-18 20:06:24,146 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\module_loading.py first seen with mtime 1750649283.389914
DEBUG 2025-07-18 20:06:24,147 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\util\proxy.py first seen with mtime 1750649274.4681375
DEBUG 2025-07-18 20:06:24,148 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\requests\__version__.py first seen with mtime 1750649278.9488242
DEBUG 2025-07-18 20:06:24,148 autoreload File C:\Python 3.11.9\Lib\asyncio\queues.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,149 autoreload File C:\Python 3.11.9\Lib\re\_casefix.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,149 autoreload File C:\Python 3.11.9\Lib\encodings\cp1252.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,149 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\migrations\operations\fields.py first seen with mtime 1750649283.1581936
DEBUG 2025-07-18 20:06:24,150 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\models\enums.py first seen with mtime 1750649283.1738136
DEBUG 2025-07-18 20:06:24,152 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\views\defaults.py first seen with mtime 1750649283.4120412
DEBUG 2025-07-18 20:06:24,153 autoreload File C:\Python 3.11.9\Lib\bisect.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,153 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\cart\models.py first seen with mtime 1749953386.5458112
DEBUG 2025-07-18 20:06:24,154 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1750649275.57098
DEBUG 2025-07-18 20:06:24,154 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\management\__init__.py first seen with mtime 1750649283.0579574
DEBUG 2025-07-18 20:06:24,155 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1750649283.026711
DEBUG 2025-07-18 20:06:24,156 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\dispatch\__init__.py first seen with mtime 1750649283.2115629
DEBUG 2025-07-18 20:06:24,157 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\checkout\urls.py first seen with mtime 1749953386.5527918
DEBUG 2025-07-18 20:06:24,157 autoreload File C:\Python 3.11.9\Lib\html\__init__.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,158 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\util\connection.py first seen with mtime 1750649274.4681375
DEBUG 2025-07-18 20:06:24,158 autoreload File C:\Python 3.11.9\Lib\weakref.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,159 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\staticfiles\utils.py first seen with mtime 1750649282.9889584
DEBUG 2025-07-18 20:06:24,159 autoreload File C:\Python 3.11.9\Lib\asyncio\base_futures.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,160 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\test\signals.py first seen with mtime 1750649283.3586707
DEBUG 2025-07-18 20:06:24,160 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1750649275.6087723
DEBUG 2025-07-18 20:06:24,162 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1750649283.1894405
DEBUG 2025-07-18 20:06:24,162 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1750649281.7860906
DEBUG 2025-07-18 20:06:24,163 autoreload File C:\Python 3.11.9\Lib\unittest\suite.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,163 autoreload File C:\Python 3.11.9\Lib\encodings\__init__.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,164 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\response.py first seen with mtime 1750649274.4525166
DEBUG 2025-07-18 20:06:24,164 autoreload File C:\Python 3.11.9\Lib\email\mime\__init__.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,165 autoreload File C:\Python 3.11.9\Lib\concurrent\futures\thread.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,165 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\itercompat.py first seen with mtime 1750649283.389914
DEBUG 2025-07-18 20:06:24,169 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\checks\security\csrf.py first seen with mtime 1750649283.026711
DEBUG 2025-07-18 20:06:24,170 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1750649283.389914
DEBUG 2025-07-18 20:06:24,172 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1750649275.5931416
DEBUG 2025-07-18 20:06:24,174 autoreload File C:\Python 3.11.9\Lib\textwrap.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,175 autoreload File C:\Python 3.11.9\Lib\asyncio\taskgroups.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,176 autoreload File C:\Python 3.11.9\Lib\email\mime\text.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,176 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1750649283.2115629
DEBUG 2025-07-18 20:06:24,176 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1750649280.4208686
DEBUG 2025-07-18 20:06:24,177 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\unfold\sites.py first seen with mtime 1750649298.622896
DEBUG 2025-07-18 20:06:24,178 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\log.py first seen with mtime 1750649283.389914
DEBUG 2025-07-18 20:06:24,178 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\contenttypes\views.py first seen with mtime 1750649280.6525886
DEBUG 2025-07-18 20:06:24,179 autoreload File C:\Python 3.11.9\Lib\importlib\resources\__init__.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,179 autoreload File C:\Python 3.11.9\Lib\http\cookiejar.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,179 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1750649275.6087723
DEBUG 2025-07-18 20:06:24,180 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\unfold\checks.py first seen with mtime 1750649298.5382836
DEBUG 2025-07-18 20:06:24,181 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\rest_framework\utils\formatting.py first seen with mtime 1750649297.3349943
DEBUG 2025-07-18 20:06:24,181 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\files\uploadedfile.py first seen with mtime 1750649283.042333
DEBUG 2025-07-18 20:06:24,184 autoreload File C:\Python 3.11.9\Lib\importlib\resources\_adapters.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,185 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\paypal\utils.py first seen with mtime 1750649299.62542
DEBUG 2025-07-18 20:06:24,186 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\migrations\utils.py first seen with mtime 1750649283.1581936
DEBUG 2025-07-18 20:06:24,186 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\rest_framework\urls.py first seen with mtime 1750649297.081139
DEBUG 2025-07-18 20:06:24,188 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1750649280.4208686
DEBUG 2025-07-18 20:06:24,188 autoreload File C:\Python 3.11.9\Lib\asyncio\windows_utils.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,189 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\util\ssl_.py first seen with mtime 1750649274.4681375
DEBUG 2025-07-18 20:06:24,189 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1750649275.6087723
DEBUG 2025-07-18 20:06:24,190 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\admin\utils.py first seen with mtime 1750649279.5503237
DEBUG 2025-07-18 20:06:24,190 autoreload File C:\Python 3.11.9\DLLs\_queue.pyd first seen with mtime 1712040200.0
DEBUG 2025-07-18 20:06:24,191 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\validators.py first seen with mtime 1750649283.0110855
DEBUG 2025-07-18 20:06:24,191 autoreload File C:\Python 3.11.9\Lib\operator.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,192 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\unfold\fields.py first seen with mtime 1750649298.6163902
DEBUG 2025-07-18 20:06:24,193 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\template\__init__.py first seen with mtime 1750649283.3118029
DEBUG 2025-07-18 20:06:24,193 autoreload File C:\Python 3.11.9\Lib\hmac.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,193 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\checks\__init__.py first seen with mtime 1750649283.0110855
DEBUG 2025-07-18 20:06:24,194 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\template\engine.py first seen with mtime 1750649283.327429
DEBUG 2025-07-18 20:06:24,194 autoreload File C:\Python 3.11.9\Lib\email\quoprimime.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,194 autoreload File C:\Python 3.11.9\Lib\platform.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,195 autoreload File C:\Python 3.11.9\Lib\__future__.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,195 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1750649283.1894405
DEBUG 2025-07-18 20:06:24,196 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\dispatch\dispatcher.py first seen with mtime 1750649283.2115629
DEBUG 2025-07-18 20:06:24,196 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\views\decorators\http.py first seen with mtime 1750649283.4120412
DEBUG 2025-07-18 20:06:24,197 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\urls\base.py first seen with mtime 1750649283.3586707
DEBUG 2025-07-18 20:06:24,198 autoreload File C:\Python 3.11.9\Lib\importlib\metadata\_text.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,198 autoreload File C:\Python 3.11.9\Lib\asyncio\locks.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,199 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\admin\forms.py first seen with mtime 1750649279.5347023
DEBUG 2025-07-18 20:06:24,199 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\poolmanager.py first seen with mtime 1750649274.4525166
DEBUG 2025-07-18 20:06:24,200 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\template\defaultfilters.py first seen with mtime 1750649283.327429
DEBUG 2025-07-18 20:06:24,200 autoreload File C:\Python 3.11.9\Lib\copyreg.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,201 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\auth\middleware.py first seen with mtime 1750649280.4208686
DEBUG 2025-07-18 20:06:24,202 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\paypal\standard\ipn\views.py first seen with mtime 1750649299.6566677
DEBUG 2025-07-18 20:06:24,203 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\urls\converters.py first seen with mtime 1750649283.3586707
DEBUG 2025-07-18 20:06:24,204 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1750649283.3118029
DEBUG 2025-07-18 20:06:24,204 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\staticfiles\management\commands\runserver.py first seen with mtime 1750649283.0045798
DEBUG 2025-07-18 20:06:24,205 autoreload File C:\Python 3.11.9\Lib\secrets.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,205 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\files\storage\mixins.py first seen with mtime 1750649283.042333
DEBUG 2025-07-18 20:06:24,206 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\filters\output.py first seen with mtime 1750649275.6087723
DEBUG 2025-07-18 20:06:24,206 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1750649283.3742921
DEBUG 2025-07-18 20:06:24,206 autoreload File C:\Python 3.11.9\Lib\gettext.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,207 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1750649283.3430495
DEBUG 2025-07-18 20:06:24,208 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\connectionpool.py first seen with mtime 1750649274.4525166
DEBUG 2025-07-18 20:06:24,210 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\idna\idnadata.py first seen with mtime 1750649278.215778
DEBUG 2025-07-18 20:06:24,211 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\http2\__init__.py first seen with mtime 1750649274.4681375
DEBUG 2025-07-18 20:06:24,211 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\backends\mysql\creation.py first seen with mtime 1750649283.1113238
DEBUG 2025-07-18 20:06:24,212 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\utils.py first seen with mtime 1750649283.1048176
DEBUG 2025-07-18 20:06:24,212 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\requests\__init__.py first seen with mtime 1750649278.9488242
DEBUG 2025-07-18 20:06:24,213 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\auth\admin.py first seen with mtime 1750649280.4052413
DEBUG 2025-07-18 20:06:24,214 autoreload File C:\Python 3.11.9\Lib\unittest\util.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,214 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\sqlparse\tokens.py first seen with mtime 1750649275.6087723
DEBUG 2025-07-18 20:06:24,215 autoreload File C:\Python 3.11.9\Lib\importlib\metadata\_adapters.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,216 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\rest_framework\request.py first seen with mtime 1750649297.081139
DEBUG 2025-07-18 20:06:24,216 autoreload File C:\Python 3.11.9\Lib\asyncio\exceptions.py first seen with mtime 1712040174.0
DEBUG 2025-07-18 20:06:24,217 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\files\images.py first seen with mtime 1750649283.026711
DEBUG 2025-07-18 20:06:24,219 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1750649283.389914
DEBUG 2025-07-18 20:06:24,221 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\core\management\base.py first seen with mtime 1750649283.0579574
DEBUG 2025-07-18 20:06:24,222 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\templatetags\l10n.py first seen with mtime 1750649283.3430495
DEBUG 2025-07-18 20:06:24,222 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py first seen with mtime 1750649280.2203913
DEBUG 2025-07-18 20:06:24,223 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\backends\mysql\features.py first seen with mtime 1750649283.1113238
DEBUG 2025-07-18 20:06:24,223 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\urllib3\util\timeout.py first seen with mtime 1750649274.4681375
DEBUG 2025-07-18 20:06:24,224 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1750649281.8082058
DEBUG 2025-07-18 20:06:24,224 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\django\db\models\__init__.py first seen with mtime 1750649283.1738136
DEBUG 2025-07-18 20:06:24,225 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\unfold\views.py first seen with mtime 1750649298.854622
DEBUG 2025-07-18 20:06:24,225 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\paypal\standard\ipn\__init__.py first seen with mtime 1750649299.6566677
DEBUG 2025-07-18 20:06:24,226 autoreload File C:\Users\Omar Faruk\Desktop\Main---1\env\Lib\site-packages\asgiref\__init__.py first seen with mtime 1750649278.7951803
